,Unnamed: 0,season,episode_number,episode_title,author,quote
7484,9966,2,18,Dr. Ramoray Dies,Monica,But you`ve only slept with two people.
348,409,1,2,The Sonogram At The End,Joey,"Your folks are really that bad, huh?"
11365,14654,3,13,Monica And Richard Are Just Friends,Rachel,Okay.
27911,34300,6,18,Ross Dates A Student,Chandler,"God, its great to catch up! I cant believe how long its been!"
14935,19243,4,6,The Dirty Girl,Phoebe,"There you go, that`s the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!"
33544,40980,7,18,Joey`s Award,Ross,Can I ask you something? Have you ever had a guy have a crush on you?
35985,43901,8,4,The Videotape,Joey,(raises his hand and points to himself again) Ken Adams!!
16062,20596,4,11,Phoebe`s Uterus,Ross,"Y`know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch. Now, I look around this cafeteria, and yknow what I see, I see-I see division. Division, between people in white coats and people in blue blazers, and I ask myself, `My God why?!` Now, I say we shed these-these coats that separate us, and we get to know the people underneath. (He takes off his coat and throws it down.) Im Ross! Im divorced, and I have a kid!"
46391,56592,10,6,Ross`s Grant,Rachel,But I insist harder!
10760,13913,3,10,Rachel Quits,Chandler,"How... exactly are you pursuing that? Y`know other than sending out resumes like what, two years ago?"
14828,19121,4,5,Joey`s New Girlfriend,Chandler,"Ohh, umm, y`know what, I already ate."
44931,54781,9,23,In Barbados,Monica,"(pleasantly surprised) Ping pong? (to Chandler) Honey, they have ping pong! Let`s play!"
22467,28116,5,18,Rachel Smokes,Monica,(To Rachel) How did work go?
26147,32258,6,10,The Routine,Rachel,"(Reading) Dear losers, do you really think Id hide presents under the couch? P.S. Chandler, I knew theyd break you."
24151,30041,6,1,Vegas,Phoebe,"Oh-oh, thats your thing."
41711,50829,9,8,Rachel`s Other Sister,Rachel,I haven`t seen you in like.. a year.
25913,31982,6,9,Ross Got High,Ross,Happy Thanksgiving!
22229,27832,5,17,Rachel`s Inadvertant Kiss,Rachel,"(stopping him) Wh-whoa! All right, okay-okay, I see, I see what`s going on here! Now listen, look-look, I`m sorry if I gave you the wrong impression, but I am not some hussy who will just sleep around to get ahead! Now even though I (He tries to interrupt and tell her about the ink), hey-hey-hey, even though I kissed you, that does not give you the right to demand sex from me. I do not want, this job that bad. Good day, sir. (She storms out of his office.)"
4300,5630,1,23,The Birth,Rachel,Oh.
2767,3468,1,15,The Stoned Guy,Ross,"OK, ahem, hey, does anybody know a good place if you`re not dating a puma?"
14404,18559,4,3,The Cuffs,Chandler,It just doesntfeel like were breaking up.
8151,10796,2,21,The Bullies,Ross,No.
9113,11957,3,2,No One`s Ready,Monica,"Okay, fine. (runs to her room)"
1752,2159,1,9,Underdog Gets Away,Rachel,"Well, you should have."
33474,40901,7,18,Joey`s Award,Joey,Hey! You guys! Youre not gonna believe this! I just got off the phone with my agent
24082,29971,6,1,Vegas,Phoebe,Oh my God!Eh! Well
38692,47099,8,17,The Tea Leaves,Monica,"Good. (To Chandler) Uh honey, the Miami Vice soundtrack? Really?"
33417,40832,7,17,The Cheap Wedding Dress,Chandler,I dont want to say.
3126,4192,1,17,"The Two Parts, Part II",Chandler,Pudo aver sido General Tso! (It could`ve been General Sal!)
49055,59770,10,17,"The Last One, Part I & II",Joey,So what does that mean? Are you guys getting back together?
39558,48196,8,22,Rachel Is Late,Joey,"Oh, its a poster for that World War I movie that Im in, check it out."
33679,41137,7,19,Ross And Monica`s Cousin,Monica,Yeah. But a part of me also cant wait til its over. Chandler and I have this pact not to have sex again until the wedding.
43116,52597,9,16,The Boob Job,Rachel,Hi!
27962,34363,6,18,Ross Dates A Student,Phoebe,I dont use a curling iron.
6197,8373,2,11,The Lesbian Wedding,Phoebe,That`s him.
31139,38091,7,7,Ross`s Library Book,Rachel,So hows it goin with Joey?
35004,42737,7,24,outtakesFriends Special: The Stuff You`ve Never Seen,Rachel,"No yknow, I dont want to switch! Come on! I can throw wet paper towels here!"
43615,53147,9,18,The Lottery,Phoebe,"No, what`s more important, your friends or money?"
18969,24063,5,2,All The Kissing,Joey,"Ahh, I`m gonna go get some chicken. Want some?"
8819,11630,3,1,The Princess Leia Fantasy,Rachel,"Oh, really, let me see, let me see."
36597,44693,8,7,The Stain,Joey,Yknow I blame Ross for this.
42245,51541,9,10,Christmas In Tulsa,Chandler,"This is probably the wrong thing to be worrying about, but... you`re getting ham on my only tie."
16326,20899,4,12,The Embryos,Phoebe,"Yeah, all right. Meanwhile, Im gonna do whatever I can to help this so, Im just gonna yknow, lie it your chair, (She climbs into the chair and drapes her feet over the back of the chair.) Y`know? Yeah, good, Im let gravity yknow, do its jobs."
31552,38581,7,9,All The Candy,Monica,But they like it!
45445,55387,10,2,Ross Is Fine,Phoebe,"Hey, what`s all this stuff?"
21763,27282,5,15,The Girl Who Hits Joey,Phoebe,Hey! I brought you some house warming gifts.
44162,53793,9,20,The Soap Opera Party,Ross,"Yeah, maybe. I do have my whole career in front of me. I mean, I can still win a Nobel prize. Although the last two papers I`ve written were widely discredited."
22488,28147,5,18,Rachel Smokes,Rachel,Okay then! (She starts rummaging through the trash to find Kim`s lighter.)
2849,3556,1,15,The Stoned Guy,Phoebe,"(excited) Wow! It`s huge! It`s so much bigger than the cubicle. Oh, this is a cube."
49182,59927,10,17,"The Last One, Part I & II",Joey,Why not?
44259,53901,9,21,The Fertility Test,Joey,"Yeah, definitely, definitely. Ok, what do you wanna see first?"
48328,58885,10,13,Joey Speaks French,Phoebe,(checking her watch) You did it!
6304,8526,2,12,The Superbowl,Joey,"Ah, the stalker."
14435,18609,4,3,The Cuffs,Rachel,You give me back my Walkman!
36166,44120,8,5,Rachel`s Date,Ross,Okay. Have a great time you guys.
31134,38082,7,7,Ross`s Library Book,Chandler,"Well actually uh, there was something we wanted to tell you about the wedding. Um, its going to be a small ceremony. Uh, tiny! Were not even sure why were having it."
41009,49919,9,4,The Sharks,Phoebe,It`s open.
44757,54539,9,23,In Barbados,Phoebe,"Oh, ok, you want me to marry Mike? Alright, well, let`s just gag him and handcuff him and force him down the aisle. I can just see it: `Mike, do you take Phoebe...` (gestures with her hand as if someone is covering her mouth and tries to shout `No! No!`) You know, it`s every girl`s dream!"
36534,44615,8,7,The Stain,Chandler,See? I told you.
20208,25486,5,7,Ross Moves In,Rachel,"Oh, come on! He`s glad that I came, he doesn`t want me to go anywhere, balls flying all over the place!"
46311,56484,10,6,Ross`s Grant,Chandler,"Oh, then I`ll tell you. My agency was bidding for a big account and they got it! It`s my first national commercial!"
40952,49839,9,4,The Sharks,Phoebe,well it was awful every time I thought about what you said I started crying.
4789,6211,2,2,The Breast Milk,Joey,"Uh, does it hurt?"
34207,41730,7,21,The Vows,Chandler,"Ahh, no thanks. No chicken, bye-bye then."
44488,54186,9,22,The Donor,Ross,"Oh, that`s not what you want..."
4524,5913,1,24,Rachel Finds Out,Joey,"Oh, it was amazing. You know how you always think you`re great in bed?"
28818,35397,6,22,Paul`s The Man,Rachel,"Really? Who would, who would you marry?"
49393,60153,10,17,"The Last One, Part I & II",Phoebe,"Uh, Rach, hang on."
18047,23032,4,21,The Invitation,Joey,I know. Ross is getting married.
41998,51245,9,9,Rachel`s Phone Number,Chandler,It`s huge.
5372,6924,2,5,Five Steaks And An Eggplant,Chandler,"Whoa, whoa, prom night flashback."
5089,6579,2,3,Heckles Dies,Rachel,You are ready to make a commitment!
11723,15130,3,15,Ross And Rachel Take A Break,Monica,"Yeah, well kinda cute, like really kinda cute, or kinda cute like your friend Spackel Back Larry?"
28728,35280,6,21,Ross Meets Elizabeth`s Dad,Joey,I cant believe Im going to lose this job!
8640,11421,2,24,Barry And Mindy`s Wedding,Phoebe,"Bye, good luck."
44072,53682,9,20,The Soap Opera Party,Phoebe,We know about your party Joey.
19312,24448,5,3,Hundredth,Phoebe,Hi!
1040,1262,1,5,The East German Laundry Detergent,Rachel,"Oh, I guess. Except everything looks like jammies now."
5007,6490,2,3,Heckles Dies,Phoebe,"Look, can`t we just say that you believe in something, and I don`t."
16815,21485,4,14,Joey`s Dirty Day,Ross,"Yeah, and-and thank you for Emily."
41931,51174,9,9,Rachel`s Phone Number,Chandler,"(Hangs his jacket over the suitcase, locks the door, then turns to Monica.) Oh well, look at you."
14011,18094,4,1,The Jellyfish,Ross,"Okay. (He leans in to kiss her again, but she leans back preventing him from making contact.) Wow, its-its 5:30 in the morning. (Rachel laughs) So, Id better get cracking on this baby."
2220,2747,1,12,The Dozen Lasagnas,Ross,"(making flinging gestures with hands) Oh, tell me, tell me, is everything, uhh....?"
44716,54495,9,23,In Barbados,Joey,"No, why?"
43220,52716,9,17,The Memorial Service,Ross,"Have you seen this? It`s a new alumni website for college! It`s cool! You can post messages for people, let everyone know what you`re up to."
38807,47249,8,18,In Massapequa,Joey,"So, whos the guy?"
26269,32416,6,11,The Apothecary Table,Joey,Oh we kissed it up real nice.
23093,28841,5,21,The Ball,Rachel,"Well, it was a little extravagant, but I a pretty good deal."
46995,57314,10,8,The Late Thanksgiving,Monica,"Okay, try it."
41604,50669,9,7,Ross`s Inappropriate Song,Phoebe,I`m so sorry!
14080,18170,4,1,The Jellyfish,Monica,"My God, you cant even look at me! Can you?"
43519,53049,9,18,The Lottery,Phoebe,I hope I win!
5812,7687,2,8,The List,Ross,Number six: the way you smell.
45695,55726,10,3,Ross`s Tan,Joey,Then I blame you! Yeah! That`s right! You threw me off with all your slapping!
16921,21631,4,15,All The Rugby,Phoebe,Whoa! (The player leaves and to Joey) I kinda liked it.
46006,56081,10,4,The Cake,Chandler,"I`m sorry, is this a game for Emma or for Monica?"
31705,38759,7,10,The Huliday Armadillo,Chandler,Had the money in the wrong hand. (Shows her his left hand with the money in it)
19458,24645,5,4,Phoebe Hates PBS,Phoebe,"I cannot believe I can`t find a selfless good deed! Y`know that old guy that lives next to me? Well, I snuck over there and-and raked up all the leaves on his front stoop. But he caught me and force-fed me cider and cookies. Then I felt wonderful. That old jackass!"
26373,32533,6,11,The Apothecary Table,Monica,Hey!
43486,53015,9,18,The Lottery,Joey,(sounding panicky)Oh my god Ross! You don`t have Emma! And Rachel you don`t have Emma! (Starts yelling) Where`s Emma? Who has Emma!?
47764,58240,10,11,The Stripper Cries,Chandler,"Why would I kiss a girl, and then put her on your bed?"
5217,6729,2,4,Phoebe`s Husband,Monica,"Hell, I wanna see Joey."
24115,30005,6,1,Vegas,Chandler,Monica and I almost got married last night.
46829,57145,10,8,The Late Thanksgiving,Ross,"Oh! What a game, huh?"
39954,48663,8,23,Rachel Has A Baby,Rachel,"Dr. Long, Ive been at this for seventeen hours! Three women have come and gone with their babies, you gotta give me some good news! How many centimeters am I dilated? Eight? Nine?"
45438,55380,10,2,Ross Is Fine,Monica,"God, this adoption stuff is so overwhelming. There`s inter-country adoption, dependency adoption.. There are so many ways to go, and this is like the biggest decision of our lives."
3601,4725,1,20,The Evil Orthodontist,Chandler,I feel violated. And not in a good way.
7795,10354,2,20,uld Yeller Dies,Joey,"Ya know, one of these times you`re gonna really be naked and we`re not gonna come over."
20608,25988,5,9,Ross`s Sandwich,Monica,Oh no!
658,815,1,4,George Stephanopoulos,Monica,Would you look at her? She is so peaceful.
29248,35978,6,24,"The Proposal, Part I & II",Monica,"Hey, its good to see you!"
17483,22361,4,18,Rachel`s New Dress,Rachel,"Okay. So, can I serve you a little ofWhat? What? What? (She sees that Joshua isnt relaxed.)"
40101,48871,8,23,Rachel Has A Baby,Chandler,You do?
38567,46965,8,16,Joey Tells Rachel,Chandler,"Im sorry, did you say cheese?"
47079,57399,10,9,The Birth Mother,Phoebe,SARAH!
13392,17241,3,23,Ross`s Thing,Joey,"Hey, wouldn`t be cool if our duck and chick had a little baby? We could call it Chuck."
44278,53934,9,21,The Fertility Test,Ross,"(annoyed) Oh, do you, do you really?"
31237,38216,7,8,Chandler Doesn`t Like Dogs,Monica,"All right, I`m out of oven space. I`m gonna turn on Joey`s. Please, watch him! Do not let Joey eat any of the food!"
17961,22945,4,20,The Wedding Dresses,Phoebe,Thank you!
6942,9324,2,15,Ross And Rachel... You Know,Rachel,I know.
9276,12143,3,3,The Jam,Rachel,(Looks at him) You`re so pretty.
12715,16374,3,20,The Dullhouse,Ross,"Well ah, Aunt Silvia was, well not a nice person."
42148,51436,9,10,Christmas In Tulsa,Chandler,"Oh well, that, that makes it not terrible."
7569,10074,2,19,Eddie Won`t Go,Chandler,Hey Eddie. Daahh!! What`re you doin` here?
36691,44809,8,8,The Stripper,Phoebe,"Sure. Yeah, hes kinda sexy."
9298,12167,3,3,The Jam,Monica,I`m talking about me having a baby.
14361,18496,4,3,The Cuffs,Chandler,"Well, not at first."
8607,11374,2,24,Barry And Mindy`s Wedding,Rachel,Nooo!
8181,10834,2,21,The Bullies,Phoebe,"Alright, I`m, I`m gonna go. I`m sorry about the dog, everything. I`m sorry."
48592,59231,10,15,Estelle Dies,Rachel,"Look, you guys... this is really, really important to me. And it means a lot if you could try to get on board."
27317,33626,6,15,"That Could Have Been, Part I & II",Chandler,"Oh just great. He beeps me now with codes. One is, `Bring me food.` Two is, `Im with a girl, bring us food.` Three is, `Im lost and I cant find food.`"
655,812,1,4,George Stephanopoulos,Joey,"You are? Ross, I`m sorry.."
22309,27932,5,17,Rachel`s Inadvertant Kiss,Chandler,"Yeah that was great. That was really great! But to tell you the truth, I`m more excited about where we are right now."
39995,48736,8,23,Rachel Has A Baby,Joey,"He seemed like a stand up guy. Oh, and hes not into anything weird sexually."
48972,59679,10,16,Rachel`s Going Away Party,Chandler,Oh my God!
35418,43274,8,2,The Red Sweater,Phoebe,Hey!
9871,12868,3,6,The Flashback,Chandler,"Oh yes, and thats what I want a roommate that I can walk around with and be referred to as the funny one."
15267,19636,4,7,Chandler Crosses The Line,Joey,Whats up?
41637,50713,9,7,Ross`s Inappropriate Song,Ross,Hey!
21544,27053,5,14,Everybody Finds Out,Chandler,"Oh, y`know I-I can`t hear that enough."
2904,3630,1,15,The Stoned Guy,Ross,"Well, ahem... you know, by the time we`d finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh..."
25322,31309,6,6,On The Last Night,Chandler,"Okay, here you go. (He deals out two cards each.) I have two queens, what do you have?"
11758,15167,3,15,Ross And Rachel Take A Break,Rachel,(angrily) None for me.
33218,40597,7,16,The Truth About London,Ross,"Hey Im sorry to do this to you again but uh, is there any way you can look after Ben for a little bit? I-Ive got this meeting at school. And-and he-he asked for his uh, Fun Aunt Rachel, so"
47138,57466,10,9,The Birth Mother,Ross,"(feeling the fabric) Wow, this is really soft (he looks the price). Three hundred and fifty dollars?"
39448,48054,8,21,The Cooking Class,Ross,"Ah, mustve been fairly obvious since it was the only thing left in your store."
40474,49286,9,2,Emma Cries,Rachel,The diapers?
2270,2818,1,12,The Dozen Lasagnas,Phoebe,Fine!
11562,14931,3,14,Phoebe`s Ex-Partner,Joey,"I wish. See, I guess another thing I probably shouldve told you about Ginger is that she kinda has a ah, artificial leg."
8633,11413,2,24,Barry And Mindy`s Wedding,Chandler,"Joey, no means no!"
